product	source_table	domain	move	target
HV	user_tax_status	Identity & tenancy	merged	(folded into a sibling)
HV	inbox_seat_addons	Commerce	keep	inbox_seat_addons
HV	outplacement_packages	Hiring	keep	outplacement_packages
HV	outplacement_enrollments	Growth & marketing	merged	follow_up_enrollments
HV	article_payout_runs	Growth & marketing	primitive	ledger_entry
HV	article_payout_entries	Growth & marketing	primitive	ledger_entry
HV	boost_checkouts	Growth & marketing	keep	boost_checkouts
HV	enrichment_provider_calls	Revenue & CRM	keep	enrichment_provider_calls
HV	gig_projects	Commerce	keep	gig_projects
HV	gig_bids	Commerce	keep	gig_bids
HV	gig_milestones	Commerce	primitive	work_item
HV	gig_disputes	Commerce	keep	gig_disputes
HV	gig_dispute_events	Commerce	primitive	event_log
HV	photoreal_avatar_renders	Platform & observability	primitive	rendition
HV	job_view_events	Hiring	primitive	event_log
HV	company_view_events	Identity & tenancy	primitive	event_log
HV	take_home_invites	Platform & observability	primitive	invitation
HV	geocoder_cache	Agents & runtime	keep	geocoder_cache
HV	help_mappings	Support & knowledge	primitive	relation
HV	inbox_actions	Revenue & CRM	keep	inbox_actions
HV	inbox_action_runs	Delivery & work	primitive	run
HV	integrations	Integrations	primitive	connection
HV	integration_runs	Integrations	primitive	run
HV	interview_sessions	Hiring	session	creation_session + live session
HV	interview_answers	Hiring	primitive	message
HV	exclusive_boards	Commerce	keep	exclusive_boards
HV	board_bids	Delivery & work	merged	(folded into a sibling)
HV	job_pipeline_entries	Hiring	keep	job_pipeline_entries
HV	pipeline_touchpoints	Revenue & CRM	keep	pipeline_touchpoints
HV	pipeline_share_links	Revenue & CRM	primitive	share_link
HV	job_items	Hiring	primitive	catalog_item
HV	job_preferences	Hiring	primitive	setting
HV	job_applications	Hiring	keep	job_applications
HV	saved_jobs	Revenue & CRM	primitive	run
HV	job_alerts	Hiring	primitive	webhook
HV	job_websites	Hiring	keep	job_websites
HV	job_board_sources	Hiring	primitive	connection
HV	job_board_sync_log	Hiring	primitive	event_log
HV	course_prerequisites	People & HR	merged	(folded into a sibling)
HV	learning_paths	People & HR	merged	(folded into a sibling)
HV	learning_path_courses	People & HR	primitive	relation
HV	learning_path_enrollments	People & HR	merged	course_enrollments
HV	scorm_cmi_states	People & HR	keep	scorm_cmi_states
HV	xapi_statements	Platform & observability	primitive	ledger_entry
HV	external_lrs_targets	Integrations	merged	(folded into a sibling)
HV	learning_cohorts	People & HR	keep	learning_cohorts
HV	cohort_members	Hiring	primitive	membership
HV	learning_assignments	People & HR	primitive	membership
HV	learning_goals	People & HR	primitive	work_item
HV	lrs_credentials	People & HR	primitive	credential
HV	lrs_statements	People & HR	primitive	ledger_entry
HV	lrs_documents	People & HR	keep	lrs_documents
HV	legal_document_acceptances	Governance & security	keep	legal_document_acceptances
HV	lists	Revenue & CRM	keep	lists
HV	list_items	Delivery & work	keep	list_items
HV	live_screening_sessions	Identity & tenancy	session	creation_session + live session
HV	live_screening_invites	Platform & observability	primitive	invitation
HV	countries	Identity & tenancy	keep	countries
HV	state_provinces	Identity & tenancy	merged	(folded into a sibling)
HV	cities	Revenue & CRM	keep	cities
HV	postal_zip_codes	Platform & observability	merged	(folded into a sibling)
HV	resume_match_scores	Hiring	primitive	metric_fact
HV	conversations	Platform & observability	primitive	thread
HV	conversation_participants	Platform & observability	primitive	membership
HV	messages	Platform & observability	primitive	message
HV	message_read_receipts	Platform & observability	merged	(folded into a sibling)
HV	email_templates	Growth & marketing	primitive	catalog_item
HV	email_campaigns	Growth & marketing	keep	email_campaigns
HV	email_campaign_recipients	Growth & marketing	primitive	membership
HV	email_suppressions	Growth & marketing	merged	(folded into a sibling)
HV	email_marketing_preferences	Growth & marketing	primitive	setting
HV	communication_tracking	Revenue & CRM	keep	communication_tracking
HV	application_notes	Hiring	primitive	annotation
HV	interviews	Hiring	keep	interviews
HV	nle_media_sources	Canvas & ideas	primitive	artifact
HV	nle_media_tags	Canvas & ideas	primitive	artifact
HV	offer_letters	Hiring	keep	offer_letters
HV	onboarding_checklists	Identity & tenancy	keep	onboarding_checklists
HV	onboarding_tasks	Identity & tenancy	keep	onboarding_tasks
HV	page_embed_videos	Growth & marketing	keep	page_embed_videos
HV	paid_media_connections	Growth & marketing	primitive	connection
HV	paid_media_accounts	Growth & marketing	primitive	connection
HV	paid_media_campaigns	Growth & marketing	primitive	connection
HV	paid_media_ad_sets	Growth & marketing	primitive	connection
HV	paid_media_ads	Growth & marketing	primitive	connection
HV	paid_media_creatives	Growth & marketing	primitive	connection
HV	paid_media_platform_refs	Growth & marketing	primitive	relation
HV	paid_media_sync_runs	Growth & marketing	primitive	connection
HV	paid_media_insights	Growth & marketing	primitive	metric_fact
HV	paid_media_pixels	Growth & marketing	primitive	connection
HV	paid_media_conversions	Growth & marketing	primitive	revision
HV	paid_media_audiences	Growth & marketing	primitive	connection
HV	partners	Platform & observability	primitive	party_role
HV	partner_api_keys	Commerce	primitive	credential
HV	partner_connections	Commerce	primitive	connection
HV	payout_profiles	Commerce	primitive	ledger_entry
HV	payout_ledger_entries	Commerce	primitive	ledger_entry
HV	payouts	Commerce	primitive	ledger_entry
HV	people_tenants	People & HR	keep	people_tenants
HV	people_segments	People & HR	merged	(folded into a sibling)
HV	people_employees	People & HR	keep	people_employees
HV	people_one_on_ones	People & HR	session	creation_session + live session
HV	people_goals	People & HR	primitive	work_item
HV	people_strategic_objectives	People & HR	primitive	work_item
HV	people_objective_outcomes	People & HR	keep	people_objective_outcomes
HV	people_objective_milestones	People & HR	primitive	work_item
HV	people_company_milestones	People & HR	primitive	work_item
HV	people_performance_reviews	People & HR	primitive	annotation
HV	people_pulse_checks	People & HR	primitive	question_set
HV	people_pulse_responses	People & HR	primitive	response
HV	people_scheduled_check_ins	People & HR	primitive	question_set
HV	people_check_in_responses	People & HR	primitive	response
HV	people_weekly_syncs	People & HR	merged	(folded into a sibling)
HV	people_scorecards	People & HR	primitive	question_set
HV	people_scorecard_snapshots	People & HR	primitive	snapshot
HV	people_meeting_transcripts	People & HR	primitive	rendition
HV	people_workflow_triggers	People & HR	keep	people_workflow_triggers
HV	people_workflow_executions	People & HR	primitive	run
HV	people_tco_settings	People & HR	primitive	setting
HV	people_role_definitions	People & HR	primitive	catalog_item
HV	people_headcount_plans	People & HR	keep	people_headcount_plans
HV	people_pto_requests	People & HR	merged	(folded into a sibling)
HV	performance_cycles	People & HR	merged	(folded into a sibling)
HV	performance_reviews	People & HR	primitive	annotation
HV	performance_goals	People & HR	primitive	work_item
HV	business_phone_numbers	Revenue & CRM	keep	business_phone_numbers
HV	call_logs	Revenue & CRM	primitive	event_log
HV	sms_messages	Revenue & CRM	primitive	message
HV	phone_balances	Revenue & CRM	primitive	ledger_entry
HV	phone_balance_transactions	Revenue & CRM	primitive	ledger_entry
HV	platform_pricing	Platform & observability	keep	platform_pricing
HV	shared_task_participants	Platform & observability	primitive	membership
HV	recruiter_talent_pools	Hiring	merged	(folded into a sibling)
HV	talent_pool_candidates	Hiring	primitive	party_role
HV	candidate_interactions	Hiring	keep	candidate_interactions
HV	candidate_submissions	Hiring	primitive	response
HV	placements	Hiring	keep	placements
HV	placement_splits	Hiring	keep	placement_splits
HV	placement_notification_subscriptions	Hiring	primitive	connection
HV	placement_notification_log	Hiring	primitive	event_log
HV	job_boards	Hiring	merged	(folded into a sibling)
HV	job_board_postings	Hiring	primitive	connection
HV	queue_job_to_resume	Platform & observability	keep	queue_job_to_resume
HV	queue_job_to_process	Platform & observability	keep	queue_job_to_process
HV	saved_searches	Revenue & CRM	keep	saved_searches
HV	recruiter_agent_runs	Hiring	primitive	run
HV	recruiter_agent_followups	Hiring	keep	recruiter_agent_followups
HV	ats_connections	Hiring	primitive	connection
HV	extracted_profiles	Platform & observability	primitive	party_role
HV	recruiter_lists	Hiring	merged	(folded into a sibling)
HV	recruiter_list_members	Hiring	primitive	membership
HV	recruiter_outreach_sequences	Hiring	keep	recruiter_outreach_sequences
HV	recruiter_outreach_enrollments	Hiring	merged	follow_up_enrollments
HV	recruiter_match_scores	Hiring	primitive	metric_fact
HV	recruiter_clients	Hiring	primitive	party_role
HV	recruiter_client_contacts	Hiring	merged	(folded into a sibling)
HV	pipeline_stages	Revenue & CRM	keep	pipeline_stages
HV	recruiter_deals	Hiring	merged	deals
HV	reference_contacts	Hiring	merged	(folded into a sibling)
HV	reference_shares	Hiring	primitive	share_link
HV	content_reports	Growth & marketing	merged	(folded into a sibling)
HV	resume_reviews	Hiring	primitive	annotation
HV	resume_review_annotations	Hiring	primitive	artifact
HV	meta_resumes	Platform & observability	merged	(folded into a sibling)
HV	resume_information	Hiring	primitive	artifact
HV	resume_versions	Hiring	primitive	revision
HV	resume_templates	Hiring	primitive	catalog_item
HV	watched_resumes	Platform & observability	merged	(folded into a sibling)
HV	resume_views	Hiring	merged	(folded into a sibling)
HV	studio_projects	Canvas & ideas	primitive	artifact
HV	studio_project_subjects	Canvas & ideas	primitive	artifact
HV	retained_search_firms	Hiring	keep	retained_search_firms
HV	reviews	Platform & observability	primitive	annotation
HV	review_comments	Platform & observability	primitive	annotation
HV	role_feature_access	Identity & tenancy	primitive	membership
HV	scorecard_templates	Hiring	primitive	catalog_item
HV	competencies	People & HR	keep	competencies
HV	competency_levels	People & HR	merged	(folded into a sibling)
HV	scorecard_attributes	Hiring	keep	scorecard_attributes
HV	interview_kits	Hiring	keep	interview_kits
HV	interview_kit_stages	Hiring	keep	interview_kit_stages
HV	scorecard_submissions	Hiring	primitive	response
HV	scorecard_submission_ratings	Hiring	primitive	annotation
HV	hiring_decisions	Hiring	keep	hiring_decisions
HV	screening_templates	Hiring	primitive	catalog_item
HV	screening_template_items	Hiring	keep	screening_template_items
HV	screening_requests	Hiring	merged	(folded into a sibling)
HV	screening_request_items	Hiring	merged	(folded into a sibling)
HV	service_offerings	Commerce	primitive	catalog_item
HV	service_inquiries	Commerce	merged	(folded into a sibling)
HV	push_subscriptions	Platform & observability	primitive	connection
HV	social_connections	Growth & marketing	primitive	connection
HV	managed_accounts	Platform & observability	primitive	connection
HV	job_sourcing_listings	Hiring	primitive	catalog_item
HV	studio_brand_kits	Canvas & ideas	primitive	artifact
HV	video_analytics	Growth & marketing	primitive	metric_fact
HV	video_campaigns	Growth & marketing	primitive	artifact
HV	video_campaign_projects	Growth & marketing	primitive	artifact
HV	studio_captions	Canvas & ideas	primitive	artifact
HV	linkedin_accounts	Integrations	primitive	connection
HV	youtube_accounts	Integrations	primitive	connection
HV	studio_recordings	Canvas & ideas	primitive	artifact
HV	studio_delivery_coaching	Canvas & ideas	primitive	artifact
HV	studio_ats_packages	Canvas & ideas	primitive	artifact
HV	studio_interview_questions	Canvas & ideas	primitive	artifact
HV	studio_interview_sessions	Canvas & ideas	primitive	artifact
HV	studio_skills_demos	Canvas & ideas	primitive	artifact
HV	studio_async_interviews	Canvas & ideas	keep	studio_async_interviews
HV	studio_async_responses	Canvas & ideas	primitive	artifact
HV	interview_question_sets	Hiring	keep	interview_question_sets
HV	studio_video_heatmap	Canvas & ideas	primitive	metric_fact
HV	stock_media_assets	Canvas & ideas	keep	stock_media_assets
HV	user_stock_media_usage	Identity & tenancy	keep	user_stock_media_usage
HV	studio_project_versions	Canvas & ideas	primitive	revision
HV	studio_chapters	Canvas & ideas	primitive	artifact
HV	studio_video_forms	Canvas & ideas	primitive	artifact
HV	studio_video_form_submissions	Canvas & ideas	primitive	artifact
HV	studio_review_comments	Canvas & ideas	primitive	annotation
HV	studio_review_links	Canvas & ideas	primitive	share_link
HV	studio_thumbnails	Canvas & ideas	primitive	artifact
HV	studio_project_publications	Canvas & ideas	primitive	artifact
HV	studio_templates	Canvas & ideas	primitive	catalog_item
HV	template_licenses	Commerce	keep	template_licenses
HV	take_home_assignments	Platform & observability	primitive	membership
HV	take_home_submissions	Platform & observability	primitive	response
HV	interview_stage_questions	Hiring	primitive	question_set
HV	workspace_tags	Identity & tenancy	primitive	annotation
HV	tag_assignments	Platform & observability	primitive	membership
HV	workspace_job_types	Identity & tenancy	primitive	catalog_item
HV	workspace_person_merge_policy	Identity & tenancy	merged	(folded into a sibling)
HV	person_merge_queue	Platform & observability	primitive	run
HV	workspace_sources	Identity & tenancy	merged	(folded into a sibling)
HV	tenant_integrations	Identity & tenancy	primitive	connection
HV	usage_ledger	Finance	primitive	ledger_entry
HV	usage_statements	Finance	primitive	ledger_entry
HV	usage_invoices	Finance	primitive	ledger_entry
HV	usage_sessions	Finance	primitive	ledger_entry
HV	usage_events	Finance	primitive	event_log
HV	roles	Identity & tenancy	merged	(folded into a sibling)
HV	user_roles	Identity & tenancy	merged	(folded into a sibling)
HV	password_history	Identity & tenancy	primitive	event_log
HV	two_factor_codes	Platform & observability	merged	(folded into a sibling)
HV	email_verification_tokens	Growth & marketing	primitive	share_link
HV	password_reset_tokens	Identity & tenancy	primitive	share_link
HV	refresh_tokens	Platform & observability	primitive	share_link
HV	user_profiles	Identity & tenancy	primitive	party_role
HV	account_preferences	Identity & tenancy	primitive	setting
HV	privacy_preferences	Governance & security	primitive	setting
HV	cookie_preferences	Platform & observability	primitive	setting
HV	account_invitations	Identity & tenancy	primitive	invitation
HV	system_settings	Platform & observability	primitive	setting
HV	user_connections	Identity & tenancy	primitive	connection
HV	login_events	Platform & observability	primitive	event_log
HV	sessions	Identity & tenancy	keep	sessions
HV	account_locks	Identity & tenancy	merged	(folded into a sibling)
HV	email_change_requests	Growth & marketing	merged	(folded into a sibling)
HV	bot_block_events	Platform & observability	primitive	event_log
HV	region_waitlist	Identity & tenancy	keep	region_waitlist
HV	two_factor_backup_codes	Platform & observability	merged	(folded into a sibling)
HV	profile_sync_runs	Delivery & work	primitive	sync_state
HV	videos	Growth & marketing	keep	videos
HV	webauthn_credentials	Governance & security	primitive	credential
HV	webauthn_challenges	Governance & security	keep	webauthn_challenges
HV	whitelabel_tenants	Commerce	keep	whitelabel_tenants
HV	worker_runs	Agents & runtime	primitive	run
HV	task_time_entries	Delivery & work	keep	task_time_entries
HV	timesheets	Finance	keep	timesheets
HV	timesheet_touchpoints	Finance	merged	(folded into a sibling)
HV	placement_documents	Hiring	keep	placement_documents
HV	workspace_grants	Identity & tenancy	keep	workspace_grants
HV	workspaces	Identity & tenancy	merged	(folded into a sibling)
BR	stage_lookup	Identity & tenancy	keep	stage_lookup
BR	tenant_integration_settings	Identity & tenancy	primitive	setting
BR	tenant_integration_credentials	Identity & tenancy	primitive	credential
BR	enrichment_cache	Agents & runtime	keep	enrichment_cache
BR	tenant_enrichment_credits	Identity & tenancy	primitive	ledger_entry
BR	extractor_runs	Platform & observability	primitive	run
BR	accounts	Identity & tenancy	primitive	connection
BR	companies	Identity & tenancy	keep	companies
BR	company_domains	Identity & tenancy	merged	(folded into a sibling)
BR	company_stage_configurations	Identity & tenancy	merged	(folded into a sibling)
BR	account_company_relationships	Identity & tenancy	primitive	relation
BR	contacts	Revenue & CRM	primitive	party_role
BR	contact_identifiers	Revenue & CRM	merged	(folded into a sibling)
BR	contact_sources	Revenue & CRM	merged	(folded into a sibling)
BR	contact_field_provenance	Revenue & CRM	keep	contact_field_provenance
BR	contact_edit_log	Revenue & CRM	primitive	event_log
BR	tenant_contact_links	Identity & tenancy	primitive	share_link
BR	contact_experiences	Revenue & CRM	keep	contact_experiences
BR	contact_educations	Revenue & CRM	keep	contact_educations
BR	contact_compensations	Revenue & CRM	keep	contact_compensations
BR	saved_contact_searches	Revenue & CRM	keep	saved_contact_searches
BR	company_crm	Identity & tenancy	flatten	columns on the parent
BR	company_billing	Identity & tenancy	merged	(folded into a sibling)
BR	company_support	Identity & tenancy	merged	(folded into a sibling)
BR	company_product	Identity & tenancy	merged	(folded into a sibling)
BR	company_marketing	Identity & tenancy	merged	(folded into a sibling)
BR	company_field_provenance	Identity & tenancy	merged	(folded into a sibling)
BR	company_edit_log	Identity & tenancy	primitive	event_log
BR	company_members	Identity & tenancy	primitive	membership
BR	guest_sessions	Identity & tenancy	merged	(folded into a sibling)
BR	email_otp_challenges	Growth & marketing	keep	email_otp_challenges
BR	mfa_backup_codes	Identity & tenancy	merged	(folded into a sibling)
BR	login_attempts	Platform & observability	primitive	run
BR	planning_poker_sessions	Finance	session	creation_session + live session
BR	planning_poker_session_participants	Finance	primitive	membership
BR	stories	Delivery & work	primitive	work_item
BR	retrospective_participants	Delivery & work	primitive	membership
BR	retrospective_items	Delivery & work	merged	(folded into a sibling)
BR	votes	Platform & observability	primitive	annotation
BR	session_discussions	Identity & tenancy	keep	session_discussions
BR	card_decks	Commerce	keep	card_decks
BR	subscription_overrides	Finance	primitive	relation
BR	jira_integrations	Integrations	primitive	connection
BR	user_invitations	Identity & tenancy	primitive	invitation
BR	action_items	Delivery & work	keep	action_items
BR	products	Investor & portfolio	keep	products
BR	epics	Delivery & work	primitive	work_item
BR	user_stories	Identity & tenancy	merged	(folded into a sibling)
BR	subtasks	Delivery & work	merged	(folded into a sibling)
BR	financial_integrations	Finance	primitive	connection
BR	financial_transactions	Finance	primitive	ledger_entry
BR	financial_accounts	Finance	primitive	connection
BR	financial_categories	Finance	merged	(folded into a sibling)
BR	burn_rate_metrics	Finance	primitive	metric_fact
BR	revenue_metrics	Finance	primitive	metric_fact
BR	employee_tco_settings	People & HR	primitive	setting
BR	business_pricing_models	Finance	keep	business_pricing_models
BR	business_documents	Platform & observability	session	creation_session + live session
BR	business_insights	Platform & observability	primitive	metric_fact
BR	pitch_deck_sections	Investor & portfolio	primitive	artifact
BR	pitch_deck_share_links	Investor & portfolio	primitive	share_link
BR	pitch_deck_views	Investor & portfolio	session	creation_session + live session
BR	pitch_deck_slide_views	Investor & portfolio	session	creation_session + live session
BR	pitch_deck_versions	Investor & portfolio	primitive	revision
BR	brand_kits	Growth & marketing	keep	brand_kits
BR	pitch_deck_comments	Investor & portfolio	primitive	annotation
BR	sync_jobs	Delivery & work	primitive	run
BR	customer_journeys	Growth & marketing	keep	customer_journeys
BR	journey_touchpoints	Growth & marketing	keep	journey_touchpoints
BR	conversion_events	Platform & observability	primitive	event_log
BR	customer_engagement_feedback_widgets	Support & knowledge	keep	customer_engagement_feedback_widgets
BR	customer_engagement_feedback_events	Platform & observability	primitive	event_log
BR	customer_engagement_feature_roi_stats	Finance	primitive	metric_fact
BR	roi_timeline_entries	Finance	keep	roi_timeline_entries
BR	customer_profiles	Platform & observability	primitive	party_role
BR	ab_tests	Growth & marketing	keep	ab_tests
BR	ab_test_variants	Growth & marketing	keep	ab_test_variants
BR	ab_test_segments	Growth & marketing	keep	ab_test_segments
BR	account_members	Identity & tenancy	primitive	membership
BR	account_audit_logs	Identity & tenancy	primitive	event_log
BR	billing_accounts	Finance	primitive	connection
BR	billing_plans	Finance	keep	billing_plans
BR	pricing_versions	Finance	primitive	revision
BR	account_pricing_versions	Identity & tenancy	primitive	revision
BR	payment_transactions	Finance	primitive	ledger_entry
BR	usage_metrics	Finance	primitive	metric_fact
BR	billing_webhooks	Finance	primitive	webhook
BR	development_integrations	Integrations	primitive	connection
BR	development_issues	Integrations	merged	(folded into a sibling)
BR	development_commits	Integrations	merged	(folded into a sibling)
BR	development_pull_requests	Integrations	merged	(folded into a sibling)
BR	development_time_entries	Integrations	merged	(folded into a sibling)
BR	development_releases	Integrations	merged	(folded into a sibling)
BR	development_deployments	Integrations	merged	(folded into a sibling)
BR	development_cost_metrics	Integrations	primitive	metric_fact
BR	analytics	Platform & observability	primitive	metric_fact
BR	employees	People & HR	primitive	party_role
BR	hr_employment_records	People & HR	keep	hr_employment_records
BR	hr_emergency_contacts	People & HR	keep	hr_emergency_contacts
BR	goals	Platform & observability	primitive	work_item
BR	one_on_one_sessions	People & HR	merged	(folded into a sibling)
BR	workflow_actions	Agents & runtime	keep	workflow_actions
BR	workflow_executions	Agents & runtime	primitive	run
BR	calendar_integrations	Integrations	primitive	connection
BR	calendar_events	Integrations	primitive	event_log
BR	booking_hosts	Commerce	keep	booking_hosts
BR	booking_services	Commerce	keep	booking_services
BR	booking_external_calendar_links	Commerce	primitive	share_link
BR	booking_webhook_subscriptions	Commerce	primitive	connection
BR	slack_integrations	Integrations	primitive	connection
BR	slack_notifications	Integrations	primitive	connection
BR	scheduled_check_ins	Platform & observability	primitive	question_set
BR	check_in_responses	People & HR	primitive	response
BR	meeting_transcripts	Platform & observability	primitive	rendition
BR	kanban_boards	Delivery & work	merged	boards
BR	kanban_columns	Delivery & work	keep	kanban_columns
BR	work_items	Delivery & work	keep	work_items
BR	deliveries	Platform & observability	primitive	webhook
BR	task_effort_estimates	Delivery & work	keep	task_effort_estimates
BR	sprint_financial_impact	Delivery & work	keep	sprint_financial_impact
BR	runway_forecast_links	Finance	primitive	share_link
BR	sprint_forecasts	Delivery & work	merged	(folded into a sibling)
BR	velocity_history	Delivery & work	primitive	event_log
BR	team_capacity	Identity & tenancy	merged	(folded into a sibling)
BR	risk_assessments	Governance & security	primitive	question_set
BR	bottleneck_analysis	Delivery & work	keep	bottleneck_analysis
BR	capacity_heatmaps	Delivery & work	keep	capacity_heatmaps
BR	sync_mappings	Delivery & work	primitive	relation
BR	integration_webhooks	Integrations	primitive	webhook
BR	integration_webhook_deliveries	Integrations	primitive	webhook
BR	sync_conflict_resolutions	Delivery & work	keep	sync_conflict_resolutions
BR	sales_pipelines	Revenue & CRM	merged	(folded into a sibling)
BR	deals	Revenue & CRM	keep	deals
BR	deal_activities	Revenue & CRM	primitive	event_log
BR	quota_attainment	Finance	flatten	metric_fact + a scheduled rollup
BR	conversion_rates	Platform & observability	merged	(folded into a sibling)
BR	marketing_spend	Growth & marketing	primitive	ledger_entry
BR	customer_acquisition_cost	Platform & observability	merged	(folded into a sibling)
BR	customer_lifetime_value	Platform & observability	merged	(folded into a sibling)
BR	payback_period	Finance	keep	payback_period
BR	channel_performance	Growth & marketing	flatten	metric_fact + a scheduled rollup
BR	attribution_models	Platform & observability	merged	(folded into a sibling)
BR	headcount_plans	People & HR	merged	(folded into a sibling)
BR	role_definitions	Identity & tenancy	primitive	catalog_item
BR	compensation_structures	Finance	keep	compensation_structures
BR	hiring_forecasts	Hiring	merged	(folded into a sibling)
BR	onboarding_costs	Identity & tenancy	merged	(folded into a sibling)
BR	ramp_times	Hiring	keep	ramp_times
BR	team_capacity_plans	Identity & tenancy	merged	(folded into a sibling)
BR	headcount_impacts	People & HR	keep	headcount_impacts
BR	forecast_scenarios	Finance	merged	break_even_scenarios
BR	scenario_assumptions	Finance	keep	scenario_assumptions
BR	sensitivity_analyses	Platform & observability	merged	(folded into a sibling)
BR	monte_carlo_simulations	Finance	keep	monte_carlo_simulations
BR	arr_projections	Finance	flatten	metric_fact + a scheduled rollup
BR	cohort_retention	Hiring	keep	cohort_retention
BR	forecast_versions	Finance	primitive	revision
BR	custom_kpis	Finance	keep	custom_kpis
BR	kpi_formulas	Finance	keep	kpi_formulas
BR	metric_thresholds	Platform & observability	keep	metric_thresholds
BR	automated_alerts	Platform & observability	primitive	webhook
BR	alert_rules	Platform & observability	primitive	setting
BR	dashboard_layouts	Platform & observability	keep	dashboard_layouts
BR	what_if_scenarios	Finance	merged	break_even_scenarios
BR	feedback_integrations	Support & knowledge	primitive	connection
BR	customer_cohorts	Platform & observability	merged	(folded into a sibling)
BR	churn_predictions	Finance	keep	churn_predictions
BR	feedback_sentiments	Support & knowledge	keep	feedback_sentiments
BR	product_analytics_integrations	Investor & portfolio	primitive	connection
BR	investor_reports	Investor & portfolio	merged	(folded into a sibling)
BR	report_approvals	Platform & observability	keep	report_approvals
BR	report_versions	Platform & observability	primitive	revision
BR	investor_portal_access	Investor & portfolio	primitive	membership
BR	variance_analyses	Platform & observability	merged	(folded into a sibling)
BR	workflow_automations	Agents & runtime	merged	(folded into a sibling)
BR	features	Investor & portfolio	primitive	work_item
BR	experiments	Growth & marketing	keep	experiments
BR	feature_adoption	Platform & observability	merged	(folded into a sibling)
BR	release_plans	Delivery & work	keep	release_plans
BR	approval_workflows	Delivery & work	merged	(folded into a sibling)
BR	approval_requests	Delivery & work	merged	(folded into a sibling)
BR	approval_actions	Delivery & work	keep	approval_actions
BR	entity_versions	Platform & observability	primitive	revision
BR	comments	Platform & observability	primitive	annotation
BR	activity_feed	Growth & marketing	keep	activity_feed
BR	model_locks	Agents & runtime	keep	model_locks
BR	sign_offs	Delivery & work	keep	sign_offs
BR	investor_profiles	Investor & portfolio	primitive	party_role
BR	portfolio_companies	Delivery & work	keep	portfolio_companies
BR	valuation_history	Finance	primitive	event_log
BR	health_scores	People & HR	primitive	metric_fact
BR	health_dimensions	People & HR	keep	health_dimensions
BR	health_metrics	People & HR	primitive	metric_fact
BR	health_alerts	People & HR	primitive	webhook
BR	funding_rounds	Finance	keep	funding_rounds
BR	investor_access	Investor & portfolio	primitive	membership
BR	investor_invitations	Investor & portfolio	primitive	invitation
BR	company_milestones	Identity & tenancy	primitive	work_item
BR	investor_communications	Investor & portfolio	merged	(folded into a sibling)
BR	investor_alerts	Investor & portfolio	primitive	webhook
BR	investor_dashboard_configs	Investor & portfolio	primitive	setting
BR	investor_update_requests	Investor & portfolio	merged	(folded into a sibling)
BR	deal_flow_opportunities	Revenue & CRM	keep	deal_flow_opportunities
BR	due_diligence_documents	Investor & portfolio	keep	due_diligence_documents
BR	due_diligence_checklists	Investor & portfolio	keep	due_diligence_checklists
BR	data_rooms	Investor & portfolio	keep	data_rooms
BR	agile_events	Platform & observability	primitive	event_log
BR	item_activities	Platform & observability	primitive	event_log
BR	usage_consumer_users	Finance	primitive	ledger_entry
BR	usage_feature_attribution	Finance	primitive	ledger_entry
BR	usage_daily_rollups	Finance	primitive	metric_fact
BR	landing_pages	Growth & marketing	keep	landing_pages
BR	landing_page_blocks	Growth & marketing	keep	landing_page_blocks
BR	website_pages	Growth & marketing	keep	website_pages
BR	nurture_flows	Growth & marketing	keep	nurture_flows
BR	nurture_flow_steps	Growth & marketing	primitive	run
BR	nurture_flow_enrollments	Growth & marketing	merged	follow_up_enrollments
BR	business_metrics	Platform & observability	primitive	metric_fact
BR	funding_history	Finance	primitive	event_log
BR	investment_opportunities	Investor & portfolio	keep	investment_opportunities
BR	investor_inquiries	Investor & portfolio	merged	(folded into a sibling)
BR	feature_requests	Platform & observability	merged	(folded into a sibling)
BR	strategic_objectives	Platform & observability	primitive	work_item
BR	objective_outcomes	Canvas & ideas	merged	(folded into a sibling)
BR	objective_milestones	Canvas & ideas	primitive	work_item
BR	startup_syncs	Platform & observability	merged	(folded into a sibling)
BR	sync_agenda_items	Delivery & work	keep	sync_agenda_items
BR	sync_metrics	Delivery & work	primitive	metric_fact
BR	pulse_checks	People & HR	primitive	question_set
BR	pulse_questions	People & HR	primitive	question_set
BR	scorecards	Hiring	primitive	question_set
BR	scorecard_metrics	Hiring	primitive	metric_fact
BR	scorecard_snapshots	Hiring	primitive	snapshot
BR	product_ideas	Investor & portfolio	keep	product_ideas
BR	market_analyses	Investor & portfolio	merged	(folded into a sibling)
BR	competitive_analyses	Investor & portfolio	merged	(folded into a sibling)
BR	investor_market_analyses	Investor & portfolio	merged	(folded into a sibling)
BR	investor_peer_comparables	Investor & portfolio	keep	investor_peer_comparables
BR	customer_insights	Platform & observability	primitive	metric_fact
BR	validation_data_imports	Investor & portfolio	keep	validation_data_imports
BR	validation_ai_insights	Investor & portfolio	primitive	metric_fact
BR	validation_dashboards	Investor & portfolio	keep	validation_dashboards
BR	validation_scenarios	Investor & portfolio	merged	break_even_scenarios
BR	affiliate_partners	Growth & marketing	primitive	party_role
BR	affiliate_payout_methods	Growth & marketing	primitive	ledger_entry
BR	support_ticket_messages	Support & knowledge	primitive	message
BR	support_articles	Support & knowledge	keep	support_articles
BR	system_features	Platform & observability	keep	system_features
BR	pricing_plans	Finance	merged	billing_plans
